Key,fr-fr,sv,de,es-es,es-es-female,ru,ru-female,uk,uk-female,zh-hans,ja,pt-br,pt-br-female
dialogue_dennis_complete,"Hé! J'ai vraiment aimé te rencontrer sur la route, tu sais. Peu importe ce que tu feras maintenant, je veux que tu saches que tu vas avoir une super vie. Je suis vraiment fier de toi pour avoir exploré et découvert ce que ce monde a à offrir. Bonne route!","Hallå! Du vet, jag har verkligen uppskattat våra möten här ute på vägarna. Vad du än väljer att göra så vill jag att du ska veta att det kommer bli bra. Jag är stolt över dig för att du utforskar vad den här världen har att erbjuda. Gudsfrid!","Hey! Yolda seninle tanışmaktan gerçekten keyif aldım. Bundan sonra ne yaparsan yap, harika bir hayatın olacak. Dünyanın sunduklarını keşfetmenle gurur duyuyorum. Yolun açık olsun!","¡Ey! ¿Sabes? Me ha encantado conocerte en la carretera. Pase lo que pase ahora, quiero que sepas que vas a tener una vida increíble. Me enorgullezco de ti por explorar y descubrir todo lo que este mundo tiene por ofrecer. ¡Que te vaya genial!",,"Хэй! Знаешь, а я правда рад нашей встрече на дороге. Чем бы ты сейчас ни занимался, уверен - тебя ждёт классная жизнь. Я искренне горжусь тем, как ты колесил по дорогам, открывая для себя всё вокруг. Удачи тебе!","Хэй! Знаешь, а я правда рад нашей встрече на дороге. Чем бы ты сейчас ни занималась, уверен - тебя ждёт классная жизнь. Я искренне горжусь тем, как ты колесила по дорогам, открывая для себя всё вокруг. Удачи тебе!","Гей! Знаєш, я щиро тішився кожній нашій зустрічі на дорозі. І хочу сказати: байдуже, яке життя ти вибереш надалі - тобі все до снаги. Я пишаюся й захоплююся твоїм завзяттям до пізнання світу. Щасти тобі!",,嗨！说真的，我很高兴这一路都能跟你相遇。不管你最后会做什么，我只想告诉你，你的人生会很精彩。你充满勇气，敢于探索这个世界，我为你骄傲！一路顺风！,よう！あちこちで出会えて本当に楽しかったよ。これからどんな道を進むにしても、お前ならきっとすばらしい人生を送れるだろうよ。世界を自分の目で見て、体験するってのは本当に立派なことだ。お前のこれからに幸あらんことを！,"Ei! Sabe, eu curti mesmo encontrá-lo na estrada. O que decidir fazer a partir de agora, quero que saiba que você terá uma ótima vida. Estou muito orgulhoso de você por explorar e dar uma conferida no que este mundão tem a oferecer. Boa sorte!","Ei! Sabe, eu curti mesmo encontrá-la na estrada. O que decidir fazer a partir de agora, quero que saiba que você terá uma ótima vida. Estou muito orgulhoso de você por explorar e dar uma conferida no que este mundão tem a oferecer. Boa sorte!"
dialogue_dennis_done,Je reprends la route bientôt!,Snart ute på vägarna igen!,Yakında yine yola çıkıyorum!,¡Pronto volveré a echarme a la carretera!,,Скоро вернусь на дорогу!,,Незабаром повернуся на дорогу!,,我很快就会再次上路！,またすぐ旅に戻るところだ！,Voltando em breve para a estrada!,
dialogue_3d_ending_0,Salut!,Hej!,Hey!,¡Hola!,,Эй!,,Гей!,,嗨！,ハイ！,E aí!,
dialogue_3d_ending_1,Désolé de ne pas avoir eu le temps d'appeler avant de partir.,Förlåt att jag inte hade tid att ringa innan jag drog.,"Gitmeden önce aramaya vaktim olmadı, kusura bakma.",Siento no haber tenido tiempo de llamar antes de irme.,,"Извини, не было времени звякнуть перед выездом.",,"Пробач, не було часу подзвонити перед від'їздом.",,抱歉，我出门时没来得及打电话跟你说一声。,ごめん、出発前に電話する時間がなかったんだ,"Desculpe, não tive tempo para ligar antes de ir embora.",
dialogue_3d_ending_2,Comment vont les nouveaux médicaments?,Hur funkar de nya medicinerna?,Yeni ilaçlar nasıl?,¿Cómo van las nuevas medicinas?,,Как тебе новые таблетки?,,Як нові таблетки?,,新药效果怎么样？,新しい薬はどう？,Como está a nova medicação?,
dialogue_3d_ending_3,Tu te souviens de moi?,Minns du mig?,Beni hatırlıyor musun?,¿Te acuerdas de mí?,,Ты меня помнишь?,,Ти впізнаєш мене?,,你记得我是谁吗？,誰だかわかる？,Você se lembra de mim?,
dialogue_3d_ending_4,...,...,…,...,,...,,...,,......,...,...,
dialogue_3d_ending_5,"Ma maman,","Min mamma,","Annem,","Mi madre,",,"Моя мама,",,Моя мама.,,我妈......,母さんから...,"Minha mãe,",
dialogue_3d_ending_6,"Enfin, ta fille...",Jag menar din dotter...,yani kızın…,"quiero decir, tu hija...",,то есть твоя дочь...,,"Тобто, твоя донька...",,我是说，你女儿......,えーと、あなたの娘さんから聞いたんだけど...,"Quer dizer, a sua filha...",
dialogue_3d_ending_7,...m'a dit que tu as un super Road-Book que je pourrais avoir.,...sa att du hade en bra väg-bok som jag kunde få.,…çok güzel bir Yol Defterin olduğunu ve alabileceğimi söyledi.,... me dijo que tienes un libro de carretera muy bonito que podrías darme.,,"...говорила, что у тебя есть классная «Дорожная книга», которую я могу взять.",,"...сказала, що у тебе є неабияка «Дорожня книга», яку я можу позичити.",,......她说你有本很棒的公路笔记，让我借来用用。,...昔つけてたっていう、すっごくクールなドライブ日記を貸してもらえないかな,...me disse que você tem um ótimo Roteiro Rodoviário e que eu poderia ficar com ele.,
dialogue_3d_ending_8,"Je pars pour mon premier road trip, tu sais!","Ska iväg på min första roadtrip själv, du vet!","İlk yolculuğuma çıkıyorum, bilirsin!","Voy a hacer mi primer viaje por carretera, ¡ya sabes!",,"Собираюсь в свою первую поездочку, знаешь ли!",,"Вирушаю у свою першу дорожню пригоду, знаєш!",,毕竟我马上就要开始人生第一次公路旅行了！,これからさ、初めてのドライブ旅行に出るんだ！,"Estou indo para a minha primeira viagem, sabe?!",
dialogue_3d_ending_9,...,...,…,...,,...,,...,,......,...,...,
dialogue_3d_ending_10,Souhaite moi bonne chance! Bisous!,Önska mig lycka till! Hejdå!,Bana şans dile! Hoşça kal!,¡Deséame suerte! ¡Nos vemos!,,Пожелай мне удачи! Пока!,,Тримай за мене кулаки! Бувай!,,祝我好运吧！拜拜！,幸運を祈ってよ！それじゃあ！,Me deseje boa sorte! Tchau!,
upgrade_slot_engine,Moteur,Motor,Motor,Motor,,Мотор,,Двигун,,发动机,エンジン,Motor,
upgrade_slot_roof,Toit,Tak,Tavan,Techo,,Крыша,,Дах,,车顶,ルーフ,Teto,
upgrade_slot_interior,Intérieur,Insida,İç Mekân,Interior,,Салон,,Салон,,内饰,内装,Interior,
upgrade_slot_front,Espace Avant,Modul fram,Ön Yardımcı,Utilitario delantero,,Передний бампер,,Передній бампер,,前端装置,前方ユーティリティ,Frente Utilitária,
upgrade_slot_back,Espace Arrière,Modul bak,Arka Yardımcı,Utilitario trasero,,Задний бампер,,Задній бампер,,后端装置,後方ユーティリティ,Traseira Utilitária,
upgrade_slot_wheels,Roues,Hjul,Tekerlekler,Ruedas,,Колёса,,Колеса,,轮胎,ホイール,Rodas,
upgrade_slot_idol,Porte-bonheur,Lucky Charm,Uğur Tılsımı,Amuleto de la suerte,,Фигурка на удачу,,Фігурка на торпеді,,吉祥物,お守り,Amuleto de Sorte,
upgrade_slot_color,Peinture,Sprej,Boya,Spray,,Краска,,Фарба,,喷漆,スプレー,Tinta,
upgrade_slot_cosmetic,Esthétique,Kosmetiskt,Kozmetik,Cosmético,,Украшения,,Прикраса,,美化,装飾,Decoração,
upgrade_basic_wheels_title,Roues Basiques,Vanliga däck,Temel Tekerlekler,Ruedas básicas,,Простые колёса,,Звичайні колеса,,基础轮胎,基本ホイール,Rodas Básicas,
upgrade_basic_wheels_desc,Doivent être capables de rouler.,Behövs för att kunna köra,Sürüşe çıkabilmek için gereklidir,Necesarias para poder conducir,,"Необходимы, чтобы машина могла ехать",,Без них автівка не поїде,,行车必备。,運転するために必要です,São necessárias para poder dirigir,
upgrade_rally_wheels_title,Roues de Rallye,Rallydäck,Ralli Tekerlekleri,Ruedas de rally,,Раллийные колёса,,Ралійні колеса,,拉力轮胎,ラリー用ホイール,Rodas de Rally,
upgrade_rally_wheels_desc,event_start: sur les routes accidentées: élimine 1 threat Durability.,event_start: på ojämna vägar: Ta bort 1 Durability threat,event_start: engebeli yollarda: 1 durability threat kaldır,event_start: en carreteras irregulares: Elimina 1 threat de Durability,,event_start: на грунтовых дорогах добавляется 1 threat - Durability,,event_start: на польових дорогах зникає 1 threat типу Durability,,event_start: 位于崎岖险路时，消除1个Durabilitythreat。,event_start: でこぼこ道：durabilityのthreatを1つ除去します,event_start: em estradas irregulares: Remove 1 threat de Durability.,
upgrade_rim_wheels_title,Roues à Jantes,Trimmade hjul,Jantlı Tekerlekler,Llantas de diseño,,Литые колёса,,Литі колеса,,钢圈轮胎,リム付きホイール,Rodas com Aros,
upgrade_rim_wheels_desc,event_start: élimine 1 threat money,event_start: ta bort 1 money threat,event_start: 1 money threat kaldır,event_start: Elimina 1 threat de money,,event_start: устраняется 1 threat - money,,event_start: зникає 1 threat типу money,,event_start: 消除1个moneythreat。,event_start: moneyのthreatを1つ除去します,event_start: remove 1 threat de money.,
